DATE,WEEK,TRAP,NUMBER OF MOSQUITOES,WNV POS,WNV NEG,MIR,LATITUDE,LONGITUDE,LOCATION,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,MIR_t_minus_1,MIR_t_minus_2,MIR_t_minus_3
1/1/2017,27,T222,11,0,11,0,41.92528678,-87.74745912,"(41.92528678345797, -87.74745912379434)",22.64641822,19.28726826,70.13457557,0.208030903,0.042463768,117.1125985,6.908447014,129.4244306,2.013457557,3.054451346,994.2356108,167.7598344,0,0,0
1/1/2017,27,T223,10,0,10,0,41.97452276,-87.80458947,"(41.974522761157274, -87.80458946950488)",22.64641822,19.28726826,70.13457557,0.208030903,0.042463768,117.1125985,6.908447014,129.4244306,2.013457557,3.054451346,994.2356108,167.7598344,0,0,0
1/1/2017,27,T225,1,0,1,0,41.74267048,-87.73155006,"(41.7426704781299, -87.73155005887604)",22.64641822,19.28726826,70.13457557,0.208030903,0.042463768,117.1125985,6.908447014,129.4244306,2.013457557,3.054451346,994.2356108,167.7598344,0,0,0
1/1/2017,27,T226,1,0,1,0,41.79436648,-87.64892514,"(41.79436647814991, -87.64892513653469)",22.64641822,19.28726826,70.13457557,0.208030903,0.042463768,117.1125985,6.908447014,129.4244306,2.013457557,3.054451346,994.2356108,167.7598344,0,0,0
1/1/2017,27,T233,8,0,8,0,42.01064327,-87.8067973,"(42.0106432736568, -87.80679730045945)",22.64641822,19.28726826,70.13457557,0.208030903,0.042463768,117.1125985,6.908447014,129.4244306,2.013457557,3.054451346,994.2356108,167.7598344,0,0,0
1/1/2017,27,T235,9,0,9,0,41.77484112,-87.72800582,"(41.7748411153277, -87.72800581922763)",22.64641822,19.28726826,70.13457557,0.208030903,0.042463768,117.1125985,6.908447014,129.4244306,2.013457557,3.054451346,994.2356108,167.7598344,0,0,0
1/1/2017,27,T236,1,0,1,0,41.9949663,-87.77083722,"(41.99496630402897, -87.77083721987879)",22.64641822,19.28726826,70.13457557,0.208030903,0.042463768,117.1125985,6.908447014,129.4244306,2.013457557,3.054451346,994.2356108,167.7598344,0,0,0
1/1/2017,28,T011,32,0,32,0,41.94596109,-87.83294247,"(41.94596109447193, -87.83294247349616)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T012,1,0,1,0,41.99356436,-87.74542039,"(41.99356436155678, -87.74542038704298)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T013,7,0,7,0,41.92388736,-87.77890991,"(41.92388736426867, -87.77890991205359)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T028,17,1,16,58.82352941,41.98724461,-87.68941677,"(41.98724460846669, -87.68941677018957)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T030,40,0,40,0,41.88377178,-87.71616837,"(41.8837717767951, -87.71616836510131)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T031,10,0,10,0,41.87287286,-87.76473653,"(41.87287286249572, -87.7647365320396)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T048,4,0,4,0,41.86691518,-87.65491884,"(41.86691518161014, -87.65491884363057)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T049,6,0,6,0,41.89613109,-87.65676212,"(41.896131092623506, -87.65676212387862)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T054C,2,0,2,0,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T062,19,0,19,0,41.80059709,-87.71173035,"(41.8005970872007, -87.7117303452467)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T063,6,0,6,0,41.82539826,-87.72396214,"(41.82539825646484, -87.72396213667864)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T066,2,0,2,0,41.77119859,-87.70310661,"(41.77119858797388, -87.70310660774493)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T069,18,1,17,55.55555556,41.76848567,-87.67946343,"(41.768485667016584, -87.67946342813606)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T073,9,0,9,0,41.7730854,-87.60016756,"(41.773085401492715, -87.60016755939222)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T074,7,0,7,0,41.82085851,-87.6651081,"(41.82085850772701, -87.66510809467968)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T080,9,0,9,0,41.75414841,-87.61272102,"(41.75414841411549, -87.61272102258191)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T082,4,0,4,0,41.80235931,-87.64307592,"(41.802359308973436, -87.64307591923095)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T089,13,0,13,0,41.70433842,-87.65708427,"(41.70433841525342, -87.65708427193195)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T094,11,0,11,0,41.7212875,-87.6652357,"(41.72128749967918, -87.66523570170051)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T099,23,0,23,0,41.73318788,-87.55562869,"(41.73318787971678, -87.55562868950284)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T114,4,0,4,0,41.79821073,-87.73692496,"(41.79821072626856, -87.73692496319906)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T115,22,0,22,0,41.66238673,-87.59017973,"(41.66238672759086, -87.59017972751752)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,142.8571429
1/1/2017,28,T138,9,0,9,0,41.7105424,-87.58455893,"(41.71054240215372, -87.58455893336821)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T159,48,0,48,0,41.73144686,-87.64972225,"(41.73144685817715, -87.64972225277589)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T212,277,1,276,3.610108303,41.68103493,-87.53343647,"(41.681034931122895, -87.53343646731054)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T221,4,0,4,0,41.65923602,-87.61201513,"(41.65923601846575, -87.61201512813366)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T222,4,0,4,0,41.92528678,-87.74745912,"(41.92528678345797, -87.74745912379434)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T223,10,0,10,0,41.97452276,-87.80458947,"(41.974522761157274, -87.80458946950488)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T225,6,0,6,0,41.74267048,-87.73155006,"(41.7426704781299, -87.73155005887604)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T226,4,0,4,0,41.79436648,-87.64892514,"(41.79436647814991, -87.64892513653469)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T233,16,0,16,0,42.01064327,-87.8067973,"(42.0106432736568, -87.80679730045945)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T235,5,0,5,0,41.77484112,-87.72800582,"(41.7748411153277, -87.72800581922763)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,28,T240,1,0,1,0,41.91867575,-87.66437444,"(41.91867575415674, -87.66437444367844)",22.875,20.57726598,78.26734694,0.32644977,0.424367347,168.0856392,8.895212073,169.6877551,2.353469388,3.641836735,992.8846939,109.6183673,0,0,0
1/1/2017,29,T002,4,0,4,0,41.95629886,-87.79751745,"(41.956298856118664, -87.79751744482932)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T011,21,0,21,0,41.94596109,-87.83294247,"(41.94596109447193, -87.83294247349616)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T012,2,0,2,0,41.99356436,-87.74542039,"(41.99356436155678, -87.74542038704298)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T013,12,0,12,0,41.92388736,-87.77890991,"(41.92388736426867, -87.77890991205359)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T018,12,0,12,0,42.01052929,-87.66084507,"(42.01052928915475, -87.6608450688439)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T028,27,0,27,0,41.98724461,-87.68941677,"(41.98724460846669, -87.68941677018957)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,58.82352941,0,0
1/1/2017,29,T030,50,0,50,0,41.88377178,-87.71616837,"(41.8837717767951, -87.71616836510131)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T031,13,0,13,0,41.87287286,-87.76473653,"(41.87287286249572, -87.7647365320396)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T035,5,0,5,0,41.76337092,-87.63787261,"(41.76337092198238, -87.6378726141474)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T047,12,0,12,0,41.86759925,-87.69578544,"(41.86759925367238, -87.69578544257037)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T048,14,0,14,0,41.86691518,-87.65491884,"(41.86691518161014, -87.65491884363057)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T049,59,0,59,0,41.89613109,-87.65676212,"(41.896131092623506, -87.65676212387862)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T054C,1,0,1,0,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T062,26,0,26,0,41.80059709,-87.71173035,"(41.8005970872007, -87.7117303452467)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T063,9,0,9,0,41.82539826,-87.72396214,"(41.82539825646484, -87.72396213667864)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T065,2,0,2,0,41.77830516,-87.75436629,"(41.77830515554422, -87.75436628603191)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T069,9,0,9,0,41.76848567,-87.67946343,"(41.768485667016584, -87.67946342813606)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,55.55555556,0,0
1/1/2017,29,T073,6,0,6,0,41.7730854,-87.60016756,"(41.773085401492715, -87.60016755939222)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T074,7,0,7,0,41.82085851,-87.6651081,"(41.82085850772701, -87.66510809467968)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T080,11,0,11,0,41.75414841,-87.61272102,"(41.75414841411549, -87.61272102258191)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T082,2,0,2,0,41.80235931,-87.64307592,"(41.802359308973436, -87.64307591923095)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T089,2,0,2,0,41.70433842,-87.65708427,"(41.70433841525342, -87.65708427193195)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T090,13,1,12,76.92307692,41.67688732,-87.66122193,"(41.67688731618708, -87.66122192616795)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T094,9,0,9,0,41.7212875,-87.6652357,"(41.72128749967918, -87.66523570170051)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T095,2,0,2,0,41.70532764,-87.63295537,"(41.70532764418326, -87.63295536539816)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T099,6,0,6,0,41.73318788,-87.55562869,"(41.73318787971678, -87.55562868950284)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T102,9,1,8,111.1111111,41.69549407,-87.60908177,"(41.695494070048184, -87.60908176561364)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T114,38,0,38,0,41.79821073,-87.73692496,"(41.79821072626856, -87.73692496319906)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T115,7,0,7,0,41.66238673,-87.59017973,"(41.66238672759086, -87.59017972751752)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T138,11,0,11,0,41.7105424,-87.58455893,"(41.71054240215372, -87.58455893336821)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T147,4,0,4,0,41.93279021,-87.70023788,"(41.93279020985206, -87.7002378838387)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T151,50,1,49,20,41.91613472,-87.80109281,"(41.91613471854847, -87.80109280863755)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T152,2,0,2,0,41.8457154,-87.7158986,"(41.845715401799, -87.7158985974353)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T159,35,0,35,0,41.73144686,-87.64972225,"(41.73144685817715, -87.64972225277589)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T209,5,0,5,0,41.65706888,-87.54604887,"(41.657068875649955, -87.54604886505916)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T212,56,0,56,0,41.68103493,-87.53343647,"(41.681034931122895, -87.53343646731054)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,3.610108303,0,0
1/1/2017,29,T221,12,0,12,0,41.65923602,-87.61201513,"(41.65923601846575, -87.61201512813366)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T222,15,0,15,0,41.92528678,-87.74745912,"(41.92528678345797, -87.74745912379434)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T223,26,0,26,0,41.97452276,-87.80458947,"(41.974522761157274, -87.80458946950488)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T225,27,0,27,0,41.74267048,-87.73155006,"(41.7426704781299, -87.73155005887604)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
1/1/2017,29,T226,4,0,4,0,41.79436648,-87.64892514,"(41.79436647814991, -87.64892513653469)",23.38186147,21.13531255,80.12337662,0.57406835,0.691406926,227.1148304,9.914164267,142.7186147,1.753246753,2.776190476,992.647619,143.5930736,0,0,0
