SEASON YEAR,WEEK,TRAP,NUMBER OF MOSQUITOES,WNV POS,WNV NEG,MIR,LATITUDE,LONGITUDE,LOCATION,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,STRWKDATE,ENDWKDATE
2018-01-01,37,T002,5,0,5,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",20.439594594594595,18.43359291589726,80.59121621621621,0.0002518045996306,0.0004391891891891,239.75485143528627,0.3981534329360416,106.47972972972973,1.8638513513513515,2.6827702702702703,997.893581081081,109.91216216216216,2018-09-10,2018-09-16
2018-01-01,38,T002,7,0,7,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",21.124984326018808,18.739032508192043,72.9373040752351,0.0113724650279901,0.0443887147335423,241.45297963445063,0.5225805737314688,141.80564263322884,2.8808777429467085,4.232288401253919,994.4777429467084,84.48902821316615,2018-09-17,2018-09-23
2019-01-01,23,T002,62,0,62,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",16.513612774451097,14.277831164019268,76.69660678642714,0.1646563161102943,0.2303393213572854,38.23272975008071,3.603212736204239,121.49700598802396,2.329341317365269,3.50998003992016,992.2441117764472,117.11576846307383,2019-06-04,2019-06-10
2019-01-01,24,T002,116,0,116,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",17.58516966067864,13.936118261287772,65.32734530938124,0.141313180235293,0.170938123752495,62.32118726351036,8.98876944475514,189.93812375249504,2.791017964071856,4.497405189620758,991.8894211576846,116.91417165668663,2019-06-11,2019-06-17
2019-01-01,25,T002,129,0,129,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",15.728727634194833,14.56840339625361,82.69383697813122,0.2383165399924546,0.2121868787276342,97.67072388695532,6.301237352007359,123.40954274353876,2.2453280318091453,3.462027833001988,990.8252485089464,107.40954274353876,2019-06-18,2019-06-24
2019-01-01,26,T002,23,0,23,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",22.90329365079365,19.8374546824718,71.98412698412699,0.1483553301560145,0.167281746031746,130.50896862737096,2.900627316794981,175.34126984126985,1.8501984126984128,3.087103174603175,993.6896825396824,148.51785714285714,2019-06-25,2019-07-01
2019-01-01,28,T002,37,0,37,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",23.862854291417168,19.976327063452867,68.02794411177645,0.0114112074358745,0.002375249500998,187.11911771773305,0.3769517003173027,140.27744510978044,2.008982035928144,3.15249500998004,993.9696606786426,170.98403193612774,2019-07-09,2019-07-15
2019-01-01,29,T002,74,0,74,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",27.06898190045249,23.5311666505433,73.42760180995475,0.2576105895860066,0.3278280542986425,208.7926548254204,4.654115383702741,186.9864253393665,2.306334841628959,3.780090497737557,990.89185520362,125.2579185520362,2019-07-16,2019-07-22
2019-01-01,30,T002,40,0,40,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",23.876646825396826,18.64123843230986,59.763888888888886,0.0039115646258503,0.0006349206349206,256.9964427437639,0.6244254458540173,181.1924603174604,2.4890873015873014,3.973412698412698,997.7982142857144,160.04166666666666,2019-07-23,2019-07-29
2019-01-01,31,T002,10,0,10,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",22.69297619047619,19.53724489795918,71.48214285714286,0.0806972789115646,0.1307142857142857,277.5902494331063,1.9472789115646256,113.25396825396824,2.119642857142857,3.173611111111111,996.4902777777776,158.390873015873,2019-07-30,2019-08-05
2019-01-01,32,T002,34,0,34,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",24.559841269841268,19.91921257992687,62.79365079365079,0.0517221302935588,0.0558531746031745,283.7186104471819,1.7022124164981307,184.3333333333333,1.8063492063492064,2.9047619047619047,991.1680555555556,139.109126984127,2019-08-06,2019-08-12
2019-01-01,33,T002,24,0,24,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",23.7028,20.949955040755043,76.138,0.1415431145431145,0.26584,298.146050536251,4.279202059202059,144.778,2.1054,3.2516,990.8472,103.41,2019-08-13,2019-08-19
2019-01-01,34,T002,76,2,74,26.31578947368421,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",22.816646825396827,19.48479741197876,69.7936507936508,0.0560409792659578,0.0955952380952381,337.3833503061901,1.939386533056336,127.01388888888889,2.419246031746032,3.67718253968254,996.3253968253968,129.62301587301587,2019-08-20,2019-08-26
2019-01-01,35,T002,36,1,35,27.77777777777778,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",21.41694610778443,17.53703035455674,66.44111776447106,0.1152406247313467,0.2130139720558882,356.46458693607696,3.7564838579100366,180.9341317365269,2.3920159680638724,4.005389221556887,993.6500998003992,108.62874251497006,2019-08-27,2019-09-02
2019-01-01,37,T002,89,1,88,11.235955056179776,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",22.48402116402116,20.057245518439547,79.52380952380952,0.6020848140251125,0.4683068783068783,548.426770907368,4.7666429755982,185.23809523809524,2.5613756613756613,4.431216931216931,997.4253968253968,136.22222222222223,2019-09-10,2019-09-16
2019-01-01,38,T002,39,1,38,25.64102564102564,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",21.764242424242425,19.966666666666665,85.77575757575758,0.8727272727272727,0.5321212121212121,646.9496969696969,5.090909090909091,142.72121212121212,2.183030303030303,3.95090909090909,996.6642424242424,134.16969696969696,2019-09-17,2019-09-23
2019-01-01,39,T002,36,0,36,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",18.91987951807229,15.81566265060241,74.99397590361446,1.1096385542168674,1.1096385542168674,779.3246987951808,9.759036144578314,214.1024096385542,3.027710843373494,5.643373493975903,992.0819277108434,113.5421686746988,2019-09-24,2019-09-30
2020-01-01,24,T002,3,0,3,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",19.57190332326284,15.589728096676737,68.45921450151057,0.0453172205438066,0.1561933534743202,146.7513595166163,3.081570996978852,125.6283987915408,3.096978851963746,5.305740181268883,995.0528700906344,244.86102719033232,2020-06-10,2020-06-16
2020-01-01,25,T002,19,0,19,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",21.31450151057402,17.523262839879152,70.38670694864048,0.0453172205438066,0.1280966767371601,160.19486404833836,1.4501510574018126,117.00302114803624,1.4314199395770393,2.6012084592145017,997.87250755287,267.4833836858006,2020-06-17,2020-06-23
2020-01-01,26,T002,1,0,1,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",22.341141141141144,19.06126126126126,74.58558558558559,0.4180180180180179,0.451051051051051,222.90210210210208,3.783783783783784,188.15615615615616,1.6057057057057058,3.0909909909909907,989.3273273273272,195.96696696696696,2020-06-24,2020-06-30
2020-01-01,27,T002,14,0,14,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",24.39425981873112,21.793957703927493,80.33836858006042,0.0163141993957703,0.0374622356495468,259.531419939577,1.4501510574018126,92.55891238670696,1.4220543806646526,2.3851963746223563,993.8734138972808,250.05438066465257,2020-07-01,2020-07-07
2020-01-01,28,T002,13,0,13,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",26.97554347826087,22.77173913043478,70.92934782608695,0.3065217391304348,0.2288043478260869,269.8673913043478,1.9565217391304348,168.06521739130434,1.4076086956521738,2.533152173913044,992.6380434782608,207.7663043478261,2020-07-08,2020-07-14
2020-01-01,29,T002,170,0,170,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",25.55382165605096,21.573248407643312,71.62738853503184,0.4127388535031847,0.3410828025477707,318.0665605095541,6.496815286624204,168.86942675159236,2.3372611464968154,4.290764331210191,994.1442675159236,201.9872611464968,2020-07-15,2020-07-21
2020-01-01,30,T002,45,1,44,22.22222222222222,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",24.39210526315789,21.05187969924812,75.37218045112782,0.031578947368421,0.0387218045112782,357.7812030075188,2.9323308270676693,155.98496240601503,1.9432330827067668,3.3045112781954886,995.5263157894736,216.54135338345864,2020-07-22,2020-07-28
2020-01-01,31,T002,169,0,169,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",24.33731343283582,20.53641791044776,72.21492537313434,0.3331343283582089,0.2808955223880597,366.8265671641791,5.731343283582089,150.5910447761194,2.7244776119402987,4.525373134328358,991.6223880597016,166.2507462686567,2020-07-29,2020-08-04
2020-01-01,32,T002,10,0,10,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",22.46283987915408,18.2380664652568,67.51963746223565,0.034441087613293,0.0271903323262839,408.0969788519637,0.1812688821752265,157.89728096676737,2.5682779456193354,4.402416918429003,997.2876132930514,206.356495468278,2020-08-05,2020-08-11
2020-01-01,33,T002,9,0,9,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",23.83863247863248,20.81476489271052,75.27350427350427,0.0545355953210938,0.1404558404558404,432.2483857085065,1.2508069305652387,123.07692307692308,3.941025641025641,2.7504273504273504,994.2333333333332,235.3760683760684,2020-08-12,2020-08-18
2020-01-01,34,T002,1,0,1,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",24.14969879518072,18.64036144578313,59.84036144578313,0.0108433734939759,0.0527108433734939,434.00120481927706,0.9036144578313252,160.49397590361446,1.9045180722891568,3.232530120481928,994.4906626506024,216.59638554216863,2020-08-19,2020-08-25
2020-01-01,35,T002,11,1,10,90.9090909090909,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",27.073952095808384,21.88592814371257,65.0688622754491,0.0017964071856287,0.0505988023952095,446.4808383233533,0.5389221556886228,188.83532934131736,2.291017964071856,4.132634730538922,991.1080838323352,202.122754491018,2020-08-26,2020-09-01
2020-01-01,36,T002,68,1,67,14.705882352941176,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",23.143202416918427,17.829909365558912,61.79456193353474,0.1939577039274924,0.2009063444108761,462.41299093655584,4.169184290030212,208.3021148036254,2.4229607250755287,4.6299093655589125,992.4305135951662,163.16918429003022,2020-09-02,2020-09-08
2020-01-01,38,T002,32,0,32,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",18.264457831325306,14.078614457831328,63.74698795180723,0.0,0.0,559.2135542168675,0.0,130.78313253012047,2.8051204819277107,4.689156626506024,1002.906626506024,178.25,2020-09-16,2020-09-22
2021-01-01,23,T002,31,0,31,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",20.884736842105266,20.890966522744225,82.01417004048584,0.1263304671159656,0.0350202429149797,11.518382523820575,1.8284672872047647,60.93927125506073,1.9965587044534407,1.5240890688259108,992.7362348178136,248.37854251012143,2021-06-04,2021-06-10
2021-01-01,24,T002,2,0,2,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",21.99224899598393,17.932623091468685,65.63654618473896,0.2534061651715348,0.0763052208835341,18.524448108280417,2.605067895862494,80.57429718875503,2.677710843373494,2.6963855421686747,991.3236947791164,261.29116465863456,2021-06-11,2021-06-17
2021-01-01,26,T002,14,0,14,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",22.25926294820717,19.74321783255219,76.43227091633466,0.3424111948292863,0.2051792828685259,162.56593854190464,4.436867671129074,94.91832669322709,2.581274900398406,2.5221115537848604,996.2458167330676,217.24701195219123,2021-06-25,2021-07-01
2021-01-01,27,T002,47,0,47,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",22.77086172344689,19.960666369619023,74.4308617234469,0.130481654089595,0.0891783567134268,176.9674612609449,5.404423610019092,95.76352705410822,3.1372745490981964,3.3877755511022043,993.3745490981964,173.9318637274549,2021-07-02,2021-07-08
2021-01-01,29,T002,15,0,15,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",24.24722672064777,21.20327375759126,74.28947368421052,0.0805808396396885,0.0696356275303643,210.59750880125537,1.4739337753308557,90.84615384615384,2.3935222672064773,2.226923076923077,996.6647773279352,210.31174089068827,2021-07-16,2021-07-22
2021-01-01,30,T002,7,0,7,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",24.519879032258064,20.30168811618285,65.7399193548387,0.0566795589470194,0.047016129032258,230.2393213788236,1.8002325734609004,93.22177419354838,2.8743951612903227,2.9348790322580647,995.0506048387095,226.9959677419355,2021-07-23,2021-07-29
2021-01-01,31,T002,80,0,80,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",24.124759493670886,18.983297401261343,59.678481012658224,0.1460213803283088,0.0450379746835443,237.4226470456678,2.1786465089233795,105.00506329113924,2.2977215189873417,2.169620253164557,996.378987341772,228.4860759493671,2021-07-30,2021-08-05
2021-01-01,32,T002,12,0,12,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",25.736884816753925,22.46714705936766,72.46335078534031,0.446006697130594,0.2756020942408377,267.84131130557074,3.083085120159843,125.51047120418848,2.688743455497382,3.054973821989529,991.9848167539268,138.48167539267016,2021-08-06,2021-08-12
2021-01-01,33,T002,239,4,235,16.736401673640167,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",24.446724890829696,22.566822544796626,80.98471615720524,0.0485595006058591,0.0145851528384279,281.4940790603668,0.3577547407784844,67.10480349344978,2.173144104803493,1.7956331877729257,994.6048034934498,213.33624454148472,2021-08-13,2021-08-19
2021-01-01,34,T002,37,1,36,27.027027027027028,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",26.92967935871744,23.28029755919088,73.52304609218437,0.2032563335723873,0.385751503006012,319.080275170987,2.985185610556836,125.59318637274548,2.348496993987976,2.407815631262525,995.340881763527,208.67935871743487,2021-08-20,2021-08-26
2021-01-01,35,T002,4,0,4,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",22.72210420841684,18.51080308583314,63.07615230460922,0.0107529063040085,0.0107014028056112,342.64055084780523,1.238106023677166,101.94589178356712,2.701603206412825,2.8052104208416835,993.1374749498998,179.62725450901803,2021-08-27,2021-09-02
2021-01-01,36,T002,3,0,3,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",22.58104417670683,17.759931053457183,61.06425702811245,0.1106994850567915,0.0275903614457831,348.1272946181454,0.7085027225466282,137.69477911646587,2.5855421686746984,2.7417670682730924,991.4765060240964,190.05220883534136,2021-09-03,2021-09-09
2021-01-01,38,T002,14,0,14,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",19.04022727272727,14.939625343460165,59.82644628099174,0.0407792900756283,0.0921694214876033,361.4529597145335,5.094051368009517,136.47520661157026,3.3487603305785125,4.160123966942149,993.176652892562,119.17561983471074,2021-09-17,2021-09-23
2021-01-01,39,T002,3,0,3,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",20.517128514056225,17.53145382643843,73.90963855421687,0.2672025046757506,0.1063052208835341,373.5333693656967,1.866223453891738,91.97590361445783,2.434738955823293,2.2781124497991967,994.1078313253012,135.54819277108433,2021-09-24,2021-09-30
2022-01-01,23,T002,2,0,2,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",17.51226720647773,15.173524982719464,74.84008097165992,0.2125576092713448,0.2328137651821862,58.842939711123286,4.081995026796053,94.6497975708502,2.568825910931174,2.493522267206478,989.7257085020244,170.91295546558703,2022-06-04,2022-06-10
2022-01-01,24,T002,2,0,2,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",24.226754032258064,18.960211834395725,60.96774193548387,0.0794486101111559,0.1377217741935484,82.25051176239903,0.6146768047482747,87.9758064516129,2.7131048387096777,2.849798387096774,993.8483870967742,282.3891129032258,2022-06-11,2022-06-17
2022-01-01,26,T002,1,0,1,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",23.231354581673305,17.82742083027407,56.37250996015936,0.034606801370598,0.0083266932270916,104.30110379979078,0.6431505737096479,106.63147410358566,2.3637450199203185,2.300199203187251,997.552390438247,258.5557768924303,2022-06-25,2022-07-01
2022-01-01,27,T002,3,0,3,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",22.90793172690763,20.755321083527267,79.74698795180723,0.2197403395080766,0.3345582329317269,143.89540238854002,3.0280791745232283,65.43574297188755,2.886947791164659,2.888955823293173,994.9722891566264,200.1686746987952,2022-07-02,2022-07-08
2022-01-01,29,T002,2,0,2,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",26.73457085828344,21.53298724589669,62.6686626746507,0.2596943108087899,0.3020758483033932,225.0321947313204,2.1696114124897568,142.92215568862275,2.644111776447106,3.0409181636726546,988.9189620758484,242.43912175648703,2022-07-16,2022-07-22
2022-01-01,30,T002,5,0,5,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",23.14482897384305,19.1775247461484,64.57344064386318,0.0796103716840872,0.0580482897384305,270.029206170632,0.9889504294205288,115.40040241448692,2.24989939637827,2.0696177062374246,994.6255533199196,219.0281690140845,2022-07-23,2022-07-29
2022-01-01,31,T002,9,0,9,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",25.631737373737373,22.395624052559224,75.60808080808081,0.0285312852618934,0.1207474747474747,278.28550089399107,1.724769994562154,111.61818181818182,2.418181818181818,2.452121212121212,993.1983838383838,183.64040404040404,2022-07-30,2022-08-05
2022-01-01,32,T002,18,1,17,55.55555555555556,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",21.70964071856288,18.96581646430614,72.45309381237524,0.0704592036668661,0.0686626746506986,305.93253773224245,1.9782170174803515,85.5688622754491,2.677844311377245,2.64810379241517,996.90499001996,174.7864271457086,2022-08-06,2022-08-12
2022-01-01,33,T002,5,0,5,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",22.059810810810813,19.407439201843964,75.34324324324324,0.2048331530771057,0.1367837837837837,242.2899908101409,2.898552935800028,49.50810810810811,2.670810810810811,1.8935135135135133,995.2624324324324,196.045945945946,2022-08-13,2022-08-19
2022-01-01,34,T002,17,1,16,58.8235294117647,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",22.851731343283586,19.559495201289568,70.47164179104477,0.0331168197681242,0.050776119402985,216.8782702245213,1.206852254850127,67.64179104477611,2.425373134328358,1.3597014925373134,994.6602985074628,208.8447761194029,2022-08-20,2022-08-26
2022-01-01,36,T002,16,0,16,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",21.718208955223883,19.036998450500548,73.94925373134329,0.1260882084060614,0.3275820895522388,61.2064956438499,2.4121797763939843,53.08358208955224,2.593731343283582,1.527462686567164,995.177313432836,159.2179104477612,2022-09-03,2022-09-09
2022-01-01,37,T002,1,0,1,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",21.474698795180725,17.708384301236688,67.90361445783132,0.0942032012858958,9.036144578313252e-05,34.314287136792814,1.3777000449638694,89.53313253012048,2.350602409638554,1.4093373493975905,994.5731927710845,157.56024096385542,2022-09-10,2022-09-16
2022-01-01,38,T002,13,0,13,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",18.961385542168674,15.59926717971638,65.92168674698796,0.0109282976802785,0.1492771084337349,43.57847315947004,2.389523773493272,81.55722891566265,2.65843373493976,1.87710843373494,993.2006024096383,142.86746987951807,2022-09-17,2022-09-23
2022-01-01,40,T002,4,0,4,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",14.40516417910448,10.42697792474752,55.93432835820896,0.0668109425653442,0.0912537313432835,37.54391862137324,4.085785552368804,83.36417910447761,2.651343283582089,1.848358208955224,1001.349552238806,133.2537313432836,2022-10-01,2022-10-07
2017-01-01,24,T046,4,0,4,0.0,41.892219983,-87.691697729,"(41.89221998323666, -87.69169772868295)",24.18008230452675,19.97361585405892,67.0082304526749,0.1287243347181427,0.2625102880658436,52.25101268281594,7.316216971118932,194.3703703703704,2.477572016460905,4.030246913580247,987.79341563786,146.9238683127572,2017-06-11,2017-06-17
2017-01-01,29,T046,9,0,9,0.0,41.892219983,-87.691697729,"(41.89221998323666, -87.69169772868295)",23.38186147186148,21.13531255237137,80.12337662337663,0.5740683499507029,0.6914069264069265,227.1148303874772,9.914164267105445,142.71861471861473,1.7532467532467533,2.776190476190476,992.6476190476192,143.5930735930736,2017-07-16,2017-07-22
2017-01-01,30,T046,1,0,1,0.0,41.892219983,-87.691697729,"(41.89221998323666, -87.69169772868295)",22.49251020408164,19.70613855214776,73.84489795918367,0.0181956781473559,0.0065102040816326,294.248410203028,5.767077639522511,109.1734693877551,3.303061224489796,4.887551020408163,995.9189795918368,162.5142857142857,2017-07-23,2017-07-29
2017-01-01,31,T046,5,0,5,0.0,41.892219983,-87.691697729,"(41.89221998323666, -87.69169772868295)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05
2017-01-01,32,T046,2,0,2,0.0,41.892219983,-87.691697729,"(41.89221998323666, -87.69169772868295)",21.72704402515723,17.947886538771005,65.79454926624737,0.0039283375989524,0.0031446540880503,326.6631405105626,2.425702682532633,167.71278825995807,2.089517819706499,3.140461215932914,996.1501048218028,143.74633123689728,2017-08-06,2017-08-12
