SEASON YEAR,WEEK,TRAP,NUMBER OF MOSQUITOES,WNV POS,WNV NEG,MIR,LATITUDE,LONGITUDE,LOCATION,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,STRWKDATE,ENDWKDATE,MIR_t_minus_1,MIR_t_minus_2,MIR_t_minus_3,Air_Temp_t_minus_1,Air_Temp_t_minus_2,Air_Temp_t_minus_3
2017-01-01,30,T233,7,0,7,0.0,42.010643274,-87.8067973,"(42.0106432736568, -87.80679730045945)",22.49251020408164,19.70613855214776,73.84489795918367,0.0181956781473559,0.0065102040816326,294.248410203028,5.767077639522511,109.1734693877551,3.303061224489796,4.887551020408163,995.9189795918368,162.5142857142857,2017-07-23,2017-07-29,0.0,0.0,0.0,23.38186147186148,22.875,22.646418219461697
2017-01-01,30,T236,1,0,1,0.0,41.994966304,-87.77083722,"(41.99496630402897, -87.77083721987879)",22.49251020408164,19.70613855214776,73.84489795918367,0.0181956781473559,0.0065102040816326,294.248410203028,5.767077639522511,109.1734693877551,3.303061224489796,4.887551020408163,995.9189795918368,162.5142857142857,2017-07-23,2017-07-29,0.0,0.0,0.0,23.38186147186148,22.646418219461697,21.69703476482617
2017-01-01,31,T011,20,1,19,50.0,41.945961094,-87.832942473,"(41.94596109447193, -87.83294247349616)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,31.25,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T013,7,1,6,142.85714285714286,41.923887364,-87.778909912,"(41.92388736426867, -87.77890991205359)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T028,12,1,11,83.33333333333333,41.987244608,-87.68941677,"(41.98724460846669, -87.68941677018957)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,58.8235294117647,0.0,23.38186147186148,22.875,22.646418219461697
2017-01-01,31,T030,35,0,35,0.0,41.883771777,-87.716168365,"(41.8837717767951, -87.71616836510131)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,23.25581395348837,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T031,23,0,23,0.0,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,111.11111111111111,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T047,5,0,5,0.0,41.867599254,-87.695785443,"(41.86759925367238, -87.69578544257037)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,21.69703476482617
2017-01-01,31,T048,10,0,10,0.0,41.866915182,-87.654918844,"(41.86691518161014, -87.65491884363057)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T049,68,1,67,14.705882352941176,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,38.46153846153846,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T062,4,0,4,0.0,41.800597087,-87.711730345,"(41.8005970872007, -87.7117303452467)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T063,9,0,9,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T069,30,1,29,33.333333333333336,41.768485667,-87.679463428,"(41.768485667016584, -87.67946342813606)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,55.55555555555556,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T073,5,0,5,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T074,4,0,4,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T080,27,1,26,37.03703703703704,41.754148414,-87.612721023,"(41.75414841411549, -87.61272102258191)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T082,3,0,3,0.0,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T089,3,1,2,333.3333333333333,41.704338415,-87.657084272,"(41.70433841525342, -87.65708427193195)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T094,3,1,2,333.3333333333333,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,38.46153846153846,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T099,9,0,9,0.0,41.73318788,-87.55562869,"(41.73318787971678, -87.55562868950284)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T114,86,1,85,11.627906976744184,41.798210726,-87.736924963,"(41.79821072626856, -87.73692496319906)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T115,24,2,22,83.33333333333333,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T138,17,2,15,117.6470588235294,41.710542402,-87.584558933,"(41.71054240215372, -87.58455893336821)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T147,6,1,5,166.66666666666666,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.646418219461697
2017-01-01,31,T159,35,1,34,28.571428571428573,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,31.25,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T212,5,0,5,0.0,41.681034931,-87.533436467,"(41.681034931122895, -87.53343646731054)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,3.610108303249097,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T221,63,1,62,15.873015873015872,41.659236018,-87.612015128,"(41.65923601846575, -87.61201512813366)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T222,14,0,14,0.0,41.925286783,-87.747459124,"(41.92528678345797, -87.74745912379434)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T225,7,0,7,0.0,41.742670478,-87.731550059,"(41.7426704781299, -87.73155005887604)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T226,1,0,1,0.0,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T233,7,0,7,0.0,42.010643274,-87.8067973,"(42.0106432736568, -87.80679730045945)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,31,T236,3,1,2,333.3333333333333,41.994966304,-87.77083722,"(41.99496630402897, -87.77083721987879)",22.12469827586207,18.77016614224509,69.83620689655173,0.1585570469798657,0.1379741379310344,313.8021654364647,5.918418323749845,185.74784482758625,1.9232758620689647,3.1073275862068965,994.2510775862067,121.8793103448276,2017-07-30,2017-08-05,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.646418219461697
2017-01-01,32,T011,1,0,1,0.0,41.945961094,-87.832942473,"(41.94596109447193, -87.83294247349616)",21.72704402515723,17.947886538771005,65.79454926624737,0.0039283375989524,0.0031446540880503,326.6631405105626,2.425702682532633,167.71278825995807,2.089517819706499,3.140461215932914,996.1501048218028,143.74633123689728,2017-08-06,2017-08-12,50.0,31.25,0.0,22.12469827586207,22.49251020408164,23.38186147186148
2017-01-01,32,T012,7,0,7,0.0,41.993564362,-87.745420387,"(41.99356436155678, -87.74542038704298)",21.72704402515723,17.947886538771005,65.79454926624737,0.0039283375989524,0.0031446540880503,326.6631405105626,2.425702682532633,167.71278825995807,2.089517819706499,3.140461215932914,996.1501048218028,143.74633123689728,2017-08-06,2017-08-12,0.0,0.0,0.0,22.12469827586207,23.38186147186148,22.875
2017-01-01,32,T013,1,0,1,0.0,41.923887364,-87.778909912,"(41.92388736426867, -87.77890991205359)",21.72704402515723,17.947886538771005,65.79454926624737,0.0039283375989524,0.0031446540880503,326.6631405105626,2.425702682532633,167.71278825995807,2.089517819706499,3.140461215932914,996.1501048218028,143.74633123689728,2017-08-06,2017-08-12,142.85714285714286,0.0,0.0,22.12469827586207,22.49251020408164,23.38186147186148
2017-01-01,32,T028,1,0,1,0.0,41.987244608,-87.68941677,"(41.98724460846669, -87.68941677018957)",21.72704402515723,17.947886538771005,65.79454926624737,0.0039283375989524,0.0031446540880503,326.6631405105626,2.425702682532633,167.71278825995807,2.089517819706499,3.140461215932914,996.1501048218028,143.74633123689728,2017-08-06,2017-08-12,83.33333333333333,0.0,58.8235294117647,22.12469827586207,23.38186147186148,22.875
2017-01-01,32,T030,9,2,7,222.22222222222223,41.883771777,-87.716168365,"(41.8837717767951, -87.71616836510131)",21.72704402515723,17.947886538771005,65.79454926624737,0.0039283375989524,0.0031446540880503,326.6631405105626,2.425702682532633,167.71278825995807,2.089517819706499,3.140461215932914,996.1501048218028,143.74633123689728,2017-08-06,2017-08-12,0.0,23.25581395348837,0.0,22.12469827586207,22.49251020408164,23.38186147186148
2017-01-01,32,T031,18,1,17,55.55555555555556,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)",21.72704402515723,17.947886538771005,65.79454926624737,0.0039283375989524,0.0031446540880503,326.6631405105626,2.425702682532633,167.71278825995807,2.089517819706499,3.140461215932914,996.1501048218028,143.74633123689728,2017-08-06,2017-08-12,0.0,111.11111111111111,0.0,22.12469827586207,22.49251020408164,23.38186147186148
2017-01-01,32,T047,2,0,2,0.0,41.867599254,-87.695785443,"(41.86759925367238, -87.69578544257037)",21.72704402515723,17.947886538771005,65.79454926624737,0.0039283375989524,0.0031446540880503,326.6631405105626,2.425702682532633,167.71278825995807,2.089517819706499,3.140461215932914,996.1501048218028,143.74633123689728,2017-08-06,2017-08-12,0.0,0.0,0.0,22.12469827586207,22.49251020408164,23.38186147186148
2017-01-01,32,T048,7,0,7,0.0,41.866915182,-87.654918844,"(41.86691518161014, -87.65491884363057)",21.72704402515723,17.947886538771005,65.79454926624737,0.0039283375989524,0.0031446540880503,326.6631405105626,2.425702682532633,167.71278825995807,2.089517819706499,3.140461215932914,996.1501048218028,143.74633123689728,2017-08-06,2017-08-12,0.0,0.0,0.0,22.12469827586207,22.49251020408164,23.38186147186148
2017-01-01,32,T049,49,1,48,20.40816326530612,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)",21.72704402515723,17.947886538771005,65.79454926624737,0.0039283375989524,0.0031446540880503,326.6631405105626,2.425702682532633,167.71278825995807,2.089517819706499,3.140461215932914,996.1501048218028,143.74633123689728,2017-08-06,2017-08-12,14.705882352941176,38.46153846153846,0.0,22.12469827586207,22.49251020408164,23.38186147186148
2017-01-01,32,T054C,2,0,2,0.0,41.921776903,-87.632140452,"(41.921776903428494, -87.63214045192028)",21.72704402515723,17.947886538771005,65.79454926624737,0.0039283375989524,0.0031446540880503,326.6631405105626,2.425702682532633,167.71278825995807,2.089517819706499,3.140461215932914,996.1501048218028,143.74633123689728,2017-08-06,2017-08-12,0.0,0.0,0.0,22.49251020408164,23.38186147186148,22.875
2017-01-01,32,T062,2,0,2,0.0,41.800597087,-87.711730345,"(41.8005970872007, -87.7117303452467)",21.72704402515723,17.947886538771005,65.79454926624737,0.0039283375989524,0.0031446540880503,326.6631405105626,2.425702682532633,167.71278825995807,2.089517819706499,3.140461215932914,996.1501048218028,143.74633123689728,2017-08-06,2017-08-12,0.0,0.0,0.0,22.12469827586207,22.49251020408164,23.38186147186148
2017-01-01,32,T063,10,0,10,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)",21.72704402515723,17.947886538771005,65.79454926624737,0.0039283375989524,0.0031446540880503,326.6631405105626,2.425702682532633,167.71278825995807,2.089517819706499,3.140461215932914,996.1501048218028,143.74633123689728,2017-08-06,2017-08-12,0.0,0.0,0.0,22.12469827586207,22.49251020408164,23.38186147186148
2017-01-01,32,T065,4,0,4,0.0,41.778305156,-87.754366286,"(41.77830515554422, -87.75436628603191)",21.72704402515723,17.947886538771005,65.79454926624737,0.0039283375989524,0.0031446540880503,326.6631405105626,2.425702682532633,167.71278825995807,2.089517819706499,3.140461215932914,996.1501048218028,143.74633123689728,2017-08-06,2017-08-12,0.0,0.0,0.0,22.12469827586207,22.49251020408164,23.38186147186148
